text,label
"אתה מדהים, אל תשכח את זה",0
"בוא נשחק את המשחק החדש",0
"מקווה שנהנית מהיום שלך",0
"אני פה אם תצטרך משהו",0
"נדבר אחר כך, שיהיה לך בהצלחה",0
"תמסור דש לכל המשפחה",0
"בוא ניפגש בספרייה ללמוד",0
"אני אשמור עליך, אל תדאג",0
"היה לי כיף ענק במסיבה שלך",0
"תודה שאתה חבר כזה טוב",0
"נלך לאכול פלאפל אחרי הלימודים",0
"אני מחכה כבר לחופש איתך",0
"שיהיה יום מקסים, נשיקות",0
"אתה גורם לכולם להרגיש טוב",0
"בוא נעבוד יחד על הפרויקט",0
"אני גאה להיות חבר שלך",0
"תשמור על עצמך בדרך הביתה",0
"נעשה מסיבת פיג'מות סוף שבוע",0
"אתה מצחיק אותי עד דמעות",0
"בוא נלך לים בקיץ",0
"אני תמיד אשמח לעזור לך",0
"תודה על היום המושלם",0
"נשחק יחד גם מחר, כן?",0
"אתה כישרון אמיתי, תמשיך ככה",0
"בוא נחגוג את ההצלחה שלך",0
"מקווה לראות אותך שוב בקרוב",0
"אני מעריך את החברות שלנו מאוד",0
"נלך לגלידה לחגוג את הציון",0
"תודה שתמיד מקשיב לי",0
"אתה החבר שכולם רוצים",0
"בוא נעשה תחרות ידידותית",0
"אני שמח בשבילך על ההצלחה",0
"נתראה בשיעור, שמור לי מקום",0
"אתה תמיד יודע לעודד אותי",0
"בוא נכין יחד עוגה לאמא",0
"היום היה מושלם בזכותך",0
"אני מאחל לך רק טוב",0
"נלך לשחק כדורסל בערב",0
"תודה על העצה הטובה",0
"אתה עוזר לכולם בכיתה",0
"בוא נצא להרפתקה בסוף השבוע",0
"אני סומך עליך בעיניים עצומות",0
"נחגוג יחד את יום ההולדת",0
"אתה מביא שמחה לכל מקום",0
"בוא נלמד יחד לקראת המבחן הגדול",0
"אני כל כך שמח שהכרנו",0
"תמיד תהיה מוזמן אליי הביתה",0
"נעשה פיקניק בפארק בשבת",0
"אתה חבר שקל לאהוב",0
"בוא נשמע מוזיקה ביחד",0
"מחכה לבלות איתך בחופש",0
"אתה תמיד יודע להצחיק אותי",0
"נלך יחד לחוג אחרי בית הספר",0
"תודה שאתה תמיד לצידי",0
"אני מאמין שתעבור את המבחן בקלות",0
"בוא נצייר יחד משהו יפה",0
"היה נעים לפגוש אותך היום",0
"אני שמח שאתה מרגיש טוב יותר",0
"נצא לשחק בגינה ליד הבית",0
"אתה עושה את הלימודים כיפיים",0
"בוא נכין שיעורי בית יחד",0
"תודה על הצחוק, עשית לי את היום",0
"אני גאה בכל מה שאתה עושה",0
"נלך לחגוג בגלידרייה החדשה",0
"אתה חבר יקר לי מאוד",0
"בוא נשחק עוד קצת לפני השינה",0
"מקווה שתהנה מהמתנה שלי",0
"אני תמיד כאן להקשיב לך",0
"נעשה משהו מיוחד לכבודך",0
"אתה מעורר בי השראה",0
"בוא נצא לשחק אחרי ארוחת הערב",0
"תודה על העזרה, אתה מלאך",0
"אני שמח שאתה חלק מהחיים שלי",0
"נלך לקנות ממתקים אחרי בית הספר",0
"אתה תמיד עוזר בשמחה",0
"בוא נתכנן טיול כיפי לחופש",0
"אני נהנה מכל רגע איתך",0
"תשמור על החיוך המקסים הזה",0
"נחגוג את סוף השנה ביחד",0
"אתה חבר לכל החיים",0
"בוא נבלה יום שלם ביחד",0
"אני מודה לך על החברות",0
"נלך לשחק במגרש השכונתי",0
"אתה גורם לי להרגיש שמח",0
"בוא נלמד ונשחק לסירוגין",0
"תודה שאתה תמיד מבין אותי",0
"אני מחכה בכיליון עיניים לפגוש אותך",0
"נצא לרכיבה על אופניים בשכונה",0
"אתה החבר הכי נאמן שיש",0
"בוא נעשה יום כיף בפארק המים",0
"מקווה שיהיה לך שבוע מדהים",0
"אני תמיד גאה לספר עליך",0
"נשב יחד בהפסקה ונצחק",0
"מה קורה איתך",0
"מה נשמע איתך",0
"היי מה קורה איתך",0
"מה קורה איתך אחי",0
"מה קורה איתך היום",0
"מה המצב איתך",0
"מה קורה איתך מזמן לא דיברנו",0
"אהלן מה קורה איתך",0
"מה קורה איתך ומה שלום המשפחה",0
"מה נשמע מה קורה איתך",0
"מה קורה איתך חבר",0
"מה איתך היום",0
"מה קורה איתך ידידי",0
"היי אחי מה איתך",0
"מה שלומך ומה קורה איתך",0
"מה קורה איתך בזמן האחרון",0
"מה קורה איתך אחותי",0
"מה קורה איתך מה חדש",0
"מה איתך מה נשמע",0
"מה קורה איתך זמן לא התראינו",0
"מה קורה איתכם חבר'ה",0
"מה נשמע אצלך",0
"מה קורה מה המצב",0
"היי מה המצב איתך",0
"מה קורה איתך בבית הספר",0
